# Source: US Social Security Administration, national baby name data, male births 1975-2025 (public domain).
# https://www.ssa.gov/oact/babynames/limits.html
# Columns b1975..b2025 are births in each five-year bucket starting that year, divided by 10 and rounded.
# Written by tools/fetch-data.mjs. Do not edit by hand.
name,b1975,b1980,b1985,b1990,b1995,b2000,b2005,b2010,b2015,b2020,b2025
Trystan,0,3,6,8,76,80,96,98,63,20,1
Coen,0,0,0,1,4,20,85,95,125,107,13
Madison,11,15,52,96,119,66,33,19,23,16,2
Dylon,2,3,12,93,105,101,70,33,18,10,1
Kyron,12,10,14,35,42,63,61,93,65,46,8
Markel,8,14,19,46,80,71,74,56,45,33,4
Eamon,14,19,21,22,39,50,69,66,82,57,10
Shay,38,35,49,63,52,42,43,31,38,49,8
Meir,9,11,17,21,25,29,48,62,87,115,25
Dhruv,0,0,2,7,19,55,78,82,88,96,20
Garett,33,46,50,67,83,84,48,20,11,5,1
Gatlin,0,2,6,15,20,23,39,59,108,155,22
Arman,6,7,17,29,58,68,70,60,52,63,17
Fredy,9,15,28,53,54,64,81,50,42,43,7
Rowdy,13,15,21,26,28,36,57,60,64,103,25
Trevin,9,10,37,51,65,72,96,70,23,12,1
Hiram,50,41,36,32,39,41,48,46,52,51,10
Ambrose,17,16,20,19,15,20,29,38,64,172,36
Ever,3,5,12,25,30,52,77,64,69,90,17
Eliam,0,0,0,0,0,4,8,31,72,220,109
Wiley,30,27,26,27,26,33,46,54,66,91,17
Amarion,0,0,0,0,2,120,106,71,65,64,15
Ajay,15,23,26,26,43,70,75,69,50,38,6
Gaige,0,0,1,26,51,88,123,98,42,12,1
Johann,20,20,20,20,27,52,74,94,63,42,9
Tye,31,37,38,38,53,66,76,46,29,24,4
Cornell,69,62,71,53,42,35,42,31,22,14,1
Axl,0,0,3,13,7,12,24,62,166,135,19
Ocean,0,0,0,8,15,23,45,38,65,208,38
Kenan,19,18,17,26,52,51,54,50,60,77,18
Hollis,31,26,21,23,22,19,31,55,82,105,27
Kalel,0,0,0,0,6,18,79,96,118,105,18
Jesiah,1,3,3,4,8,25,64,85,99,122,28
Vito,55,51,45,38,34,38,36,36,47,48,12
Carey,123,83,78,58,31,20,15,13,11,6,1
Graysen,0,0,1,1,8,12,40,104,154,106,13
Geovanni,3,5,14,36,40,57,88,78,59,51,8
Kamren,0,0,4,11,33,73,97,95,77,42,5
Justyn,10,21,35,61,93,88,61,35,19,10,3
Elio,10,14,13,17,13,20,23,21,46,177,82
Tremaine,34,66,47,53,42,35,41,61,37,18,2
Kymani,0,0,0,0,10,31,85,138,96,65,9
Haiden,0,0,0,7,12,54,117,91,77,60,15
Zyon,0,0,0,0,13,41,70,71,90,122,25
Dakari,2,0,1,7,16,29,41,51,87,169,30
Dash,0,1,1,1,1,4,29,79,155,140,21
Zamir,0,0,2,9,15,28,46,61,93,144,33
Cristofer,3,5,9,18,32,74,122,74,42,42,8
Danilo,14,19,24,26,23,30,41,45,95,98,15
Lucio,28,29,32,42,41,44,53,43,45,57,15
Ryne,0,27,97,107,51,36,46,33,19,10,2
Isaak,1,3,4,13,47,94,94,81,54,32,5
Izayah,0,0,0,1,14,51,102,116,79,55,9
Brennon,8,16,23,49,76,73,76,58,26,20,2
Kentrell,13,21,30,42,42,59,59,44,45,64,10
Jeffry,98,78,61,52,34,30,30,20,15,9,2
Denny,84,65,57,47,42,36,35,26,18,13,2
Ander,4,2,3,3,5,8,16,35,75,238,37
Darrion,5,12,22,61,94,85,68,33,24,18,2
Laron,54,48,56,60,43,40,51,36,23,12,1
Aidyn,0,0,0,0,1,27,127,143,79,44,4
Robby,105,95,70,47,25,20,19,16,12,12,2
Infant,0,3,53,155,116,68,13,2,6,8,0
Yadiel,0,0,0,0,2,9,74,101,102,107,29
Pranav,1,1,1,8,28,91,111,84,59,34,6
Bentlee,0,0,0,0,0,0,4,182,138,87,9
Yoel,10,45,25,25,24,34,45,56,76,70,10
Percy,68,57,47,43,31,26,23,27,29,54,15
Erwin,42,49,50,54,36,47,48,37,25,26,6
Jacobi,5,10,13,26,35,56,75,77,65,51,6
Palmer,8,11,14,21,28,34,47,52,79,103,23
Ozzy,0,1,6,9,14,30,25,28,49,202,55
Henrik,1,1,1,4,8,12,33,77,137,124,21
Ronny,60,50,49,48,39,39,43,38,24,25,3
Caspian,0,0,0,0,2,7,12,30,109,195,61
Everardo,26,27,33,51,51,62,53,40,35,33,7
Brogan,0,1,7,17,31,54,102,115,60,26,3
Aleksander,3,5,11,24,35,45,66,73,75,64,13
Krew,0,0,0,0,0,4,18,40,88,216,48
Makhi,0,0,0,0,8,43,96,113,89,56,9
Tzvi,7,13,16,22,24,34,55,59,74,91,20
Kahlil,18,14,14,30,88,58,55,48,38,44,5
Juelz,0,0,0,0,0,8,84,98,116,94,11
Mikhail,4,10,37,45,36,45,54,62,60,50,8
Willard,90,66,55,41,34,31,26,20,24,20,5
Brannon,56,58,47,54,64,49,38,20,15,8,1
Oren,28,28,28,23,26,27,46,53,64,70,17
Ayan,1,0,1,2,3,12,44,79,101,133,34
Watson,4,6,7,7,9,10,12,32,114,186,22
Jessy,24,39,54,87,65,46,43,24,13,11,2
Cillian,0,0,0,0,1,1,19,36,85,207,60
Kelsey,46,54,89,88,59,30,18,10,8,7,1
Joseluis,16,25,43,49,51,66,57,44,32,23,3
Stevie,77,55,56,71,44,26,20,19,17,17,5
Maxx,0,2,19,35,33,38,67,97,68,40,9
Brentley,7,6,11,9,5,7,9,131,148,67,8
Jaheim,0,0,0,0,0,212,79,47,34,30,4
Jakai,0,0,0,1,7,24,48,51,69,153,52
Keyshawn,0,1,0,3,93,154,80,34,19,18,3
Stacey,138,59,57,59,33,20,13,12,8,6,1
Eloy,52,48,43,51,51,46,36,28,25,22,4
Zakai,0,0,0,0,2,9,28,39,92,183,53
Tavon,17,34,37,66,76,57,50,30,20,16,2
Carsen,0,0,2,6,16,54,83,98,85,56,7
Haven,15,10,6,10,23,50,78,75,60,63,14
Kael,2,3,7,7,9,51,108,92,57,43,26
Wilmer,16,16,25,29,34,53,72,51,48,49,9
Sebastien,4,8,9,22,36,71,82,68,54,45,6
Trae,7,11,20,69,69,57,65,45,27,29,3
Montana,4,9,25,60,89,60,30,20,41,54,11
Nevin,19,24,32,52,48,58,65,50,31,23,3
Alistair,5,5,7,9,10,13,32,63,110,124,27
Kooper,0,0,0,4,9,21,63,88,94,101,22
Omarion,0,0,0,0,0,144,150,43,32,27,5
Reign,0,0,0,1,2,8,14,19,103,221,33
Deondre,7,10,20,60,94,80,52,35,23,18,3
Miguelangel,4,10,22,38,54,64,81,58,36,27,5
Azriel,1,2,2,4,7,20,35,44,63,166,57
Juancarlos,11,16,31,41,52,66,67,52,31,27,5
Kyren,0,0,0,6,15,29,42,69,84,105,50
Braedon,0,1,5,15,46,107,130,66,20,8,1
Daylen,1,2,3,8,24,49,73,83,73,73,11
Tobin,50,22,24,20,24,39,62,74,50,32,4
Talan,0,0,2,2,5,5,255,73,33,20,3
Wilbert,80,74,55,48,34,31,30,20,15,11,2
Beck,0,1,5,5,15,39,68,65,72,105,26
Ismail,10,13,12,24,30,40,46,60,75,67,20
Treyvon,0,0,3,29,69,74,90,71,32,26,3
Martez,19,28,51,77,50,43,44,39,26,17,2
Nazir,0,0,1,3,19,45,75,59,73,101,20
Azael,1,2,1,7,11,24,48,44,65,150,43
Torrey,116,50,60,58,34,21,19,16,12,9,1
Lucius,21,20,15,14,11,24,64,62,69,74,19
Tahj,0,0,4,12,55,64,45,60,68,75,11
Montgomery,10,12,15,19,27,38,37,42,69,101,24
Jeramy,104,87,79,45,24,17,18,11,6,3,0
Rayshawn,17,23,43,58,60,53,50,41,26,20,4
Justen,28,58,70,74,64,40,28,17,8,5,1
Jaxxon,0,0,0,0,0,3,13,58,122,165,32
Antione,73,71,70,48,29,29,31,21,14,7,1
Remi,5,4,7,9,11,15,24,36,88,163,32
Javonte,0,1,7,79,89,68,60,37,22,26,4
Desean,11,14,32,57,57,54,57,62,28,18,2
Jeromy,128,86,64,52,25,16,9,6,4,1,1
Sky,29,28,26,29,38,42,44,50,44,52,10
Emmet,6,7,6,13,20,28,44,83,111,62,11
Dameon,71,37,32,34,39,61,59,33,14,9,3
Gianluca,2,1,3,9,16,34,67,69,83,88,18
Massimo,8,4,4,8,15,40,60,60,58,109,25
Paulo,37,36,27,31,34,41,51,38,36,50,11
Sunny,17,16,36,47,39,34,33,29,39,82,20
Cristiano,0,0,1,3,5,7,40,103,121,95,15
Camdyn,0,0,0,0,2,17,52,121,118,71,8
Jayvon,1,2,9,21,46,70,95,66,41,32,6
Armand,36,38,46,52,70,46,36,23,21,18,3
Castiel,0,0,0,0,0,0,1,72,152,141,22
Tylan,4,4,6,12,29,49,67,55,61,84,19
Fox,0,0,0,0,18,20,33,59,136,109,13
Jeremie,101,79,67,39,24,19,20,16,11,10,1
Aedan,0,0,1,4,14,48,129,92,68,27,3
Ryley,0,3,10,30,60,81,83,67,31,19,3
Garrick,49,51,63,77,41,36,26,19,16,8,1
Mccoy,2,2,4,6,14,16,25,63,94,130,31
Dequan,14,11,21,98,107,53,29,21,19,12,1
Gerson,6,11,17,32,39,54,68,48,51,47,11
Montrell,24,31,45,57,50,47,52,33,26,18,3
Kegan,3,6,38,78,58,58,63,47,22,12,2
Maddux,0,0,0,0,6,21,81,84,102,77,11
Gaven,1,5,4,17,47,117,108,57,19,7,1
Rami,9,16,24,34,35,42,43,40,44,78,20
Demetri,13,13,19,63,50,51,49,48,40,33,5
Alphonso,66,59,70,59,35,28,23,17,14,10,2
Ethen,2,1,5,23,34,82,106,82,33,14,2
Osman,5,9,12,21,26,40,51,39,56,106,18
Ahmir,0,0,0,3,12,26,41,60,103,119,16
Latrell,8,10,12,22,64,99,74,46,22,21,3
Canyon,2,3,2,11,39,61,69,53,60,70,11
Kaiser,2,1,2,5,9,12,22,28,112,157,30
Kamdyn,0,0,0,0,0,8,36,101,127,98,11
Chevy,6,6,10,15,21,32,52,89,85,53,11
Jamey,164,68,42,31,19,12,12,9,11,10,2
Tru,0,0,0,0,5,10,19,32,67,198,50
Evander,1,2,8,24,16,11,20,36,75,148,39
Presley,9,6,9,15,19,60,65,68,66,54,9
Kendell,30,32,46,54,50,46,44,35,24,16,3
Kyan,1,2,2,3,7,54,107,85,68,43,7
Tarik,48,34,30,52,68,39,36,25,25,19,4
Donavon,22,20,37,56,63,72,56,27,15,9,2
Jad,6,5,8,10,16,28,42,56,102,91,14
Adler,0,0,1,4,8,18,41,66,90,120,28
Marko,20,26,25,25,31,46,59,54,45,37,7
Truett,1,2,3,3,6,8,23,46,62,164,58
Juwan,6,6,5,73,189,47,13,10,12,11,1
Yandel,0,0,0,0,0,12,174,117,44,22,5
Kylian,0,0,0,0,0,0,4,3,49,273,45
Lathan,7,9,10,14,22,45,67,88,68,38,5
Cael,0,0,1,1,4,66,117,109,44,24,8
Kain,2,4,5,14,43,48,51,68,74,56,9
Cian,2,2,4,6,20,45,73,67,75,65,15
Claudio,34,35,37,43,50,52,47,28,23,21,3
Jonatan,2,7,14,44,63,72,73,42,25,25,5
Curt,114,91,67,35,23,16,10,7,5,5,0
Jahmir,0,0,0,2,13,32,48,60,64,116,37
Michel,65,58,59,47,35,30,28,19,14,13,2
Youssef,1,4,5,13,25,43,50,71,87,61,11
Boyd,57,44,30,29,25,22,24,34,52,45,8
Deontae,3,9,24,59,72,65,48,35,30,23,4
Urijah,0,0,0,0,0,2,68,170,88,38,4
Jasen,89,65,38,23,28,29,28,38,20,10,2
Marcell,26,29,37,48,44,40,42,33,33,31,6
Noble,13,12,12,15,24,32,36,55,80,76,14
Brysen,0,1,4,7,13,25,46,96,115,55,6
Blayne,10,13,28,36,42,62,63,53,36,21,4
Tyquan,2,10,24,59,87,72,52,29,17,14,2
Achilles,1,1,2,2,2,6,63,69,114,90,15
Alaric,7,7,7,11,13,15,18,45,103,120,21
Jadyn,0,0,0,1,17,88,146,69,28,18,2
Jayvion,0,0,0,1,6,25,86,98,91,53,7
Dillion,1,4,13,112,88,65,38,20,14,10,2
Mohamad,9,17,27,43,55,49,43,44,36,36,7
Levon,31,31,38,31,27,20,26,37,60,53,10
Cormac,3,1,4,6,21,31,46,80,80,78,15
Richie,49,29,35,40,39,35,33,31,29,38,9
Johnson,15,36,46,46,42,46,42,32,32,24,3
Genesis,5,5,11,19,22,28,36,37,75,111,15
Deron,43,35,60,58,35,29,43,32,15,12,1
Dezmond,2,5,14,28,46,47,49,60,59,47,7
Haden,1,2,5,30,54,91,95,45,23,13,3
Gray,9,10,16,19,24,25,37,56,73,80,13
Dedrick,60,47,41,52,43,38,29,23,18,10,1
Deric,46,51,51,53,48,36,31,23,14,7,1
Kelby,22,21,43,77,60,47,36,27,16,11,2
Tyrus,29,28,27,31,53,46,44,39,36,25,4
Sabastian,3,2,6,32,37,83,72,56,41,25,3
Laith,2,4,5,10,15,28,41,55,78,96,27
Kabir,3,4,5,8,10,20,28,41,96,124,23
Barron,23,23,23,25,21,17,32,36,53,74,32
Cassidy,22,52,61,57,33,20,28,25,30,25,5
Donta,50,53,56,59,41,31,27,20,14,9,1
Kaine,3,3,4,14,34,30,44,49,84,80,13
Eliyahu,6,9,16,23,24,32,46,59,60,68,16
Angus,15,17,19,29,47,51,53,43,43,37,6
Arnav,0,0,0,1,8,57,103,118,47,20,4
Corban,3,4,6,14,28,44,80,94,57,24,4
Ely,14,18,17,23,26,50,75,65,43,22,5
Nate,17,11,13,15,22,43,74,59,44,51,9
Kendal,22,27,43,65,51,44,34,35,19,16,1
Demarion,0,1,5,7,8,52,132,76,46,27,4
Buddy,88,74,55,37,21,19,17,15,13,16,2
Ammon,22,23,23,27,42,56,55,49,33,23,5
Osiris,4,5,4,11,19,23,31,40,81,119,20
Jerad,50,107,85,54,34,14,7,3,2,0,0
Keelan,7,12,14,24,38,46,53,61,57,38,6
Atreus,0,0,0,0,0,0,1,1,47,255,50
Hubert,73,62,47,36,27,25,25,22,17,15,3
Viktor,3,4,5,10,14,25,51,71,81,72,16
Lazarus,10,12,13,15,22,35,37,48,70,74,19
Keller,2,3,5,11,20,39,74,76,65,50,8
Arnulfo,42,43,43,54,45,42,33,21,16,10,3
Josias,1,4,5,10,17,27,40,56,68,98,25
Kristoffer,86,69,52,47,30,21,18,13,8,5,1
Calum,1,1,3,10,19,21,28,28,75,135,31
Korbyn,0,0,0,3,9,24,48,85,91,81,10
Storm,3,4,15,68,66,44,28,28,36,52,7
Jered,50,80,70,55,39,26,13,8,3,4,1
Obed,10,15,18,27,33,49,60,50,39,40,7
Karsen,0,0,0,3,7,31,55,90,93,60,8
Tremayne,79,47,44,41,35,29,26,22,15,8,1
Luc,4,8,7,23,49,76,64,49,38,25,3
Kwame,29,28,38,86,35,33,25,24,22,23,4
Deegan,0,0,0,0,3,23,80,108,73,50,7
Javen,2,1,5,11,29,79,91,61,41,22,4
Jaidyn,0,0,0,0,2,43,114,97,55,30,4
Mylo,2,0,1,2,2,5,10,33,69,187,36
Mykel,2,8,29,43,36,48,57,45,29,41,7
Damir,1,0,2,5,14,23,31,41,66,138,23
Harlem,1,0,0,0,0,4,29,65,102,120,24
Trayvon,2,4,13,43,68,55,45,57,30,23,3
Boaz,3,4,5,8,10,18,30,50,82,107,27
Reyes,28,32,35,40,41,41,39,30,28,25,4
Ramses,6,8,9,15,23,43,65,49,61,55,10
Seven,0,0,0,2,13,24,42,40,61,143,19
Armaan,0,0,0,4,13,37,75,81,67,55,10
Charley,34,35,27,23,21,25,38,42,45,44,9
Pierson,1,2,7,10,17,35,54,63,72,69,12
Jordi,0,2,3,9,51,56,52,54,63,46,6
Dajuan,24,28,35,45,56,57,44,27,15,9,2
Unknown,7,5,39,93,37,14,28,45,34,35,5
Judd,54,41,28,19,15,15,28,30,46,56,10
Elan,12,17,22,20,24,36,44,63,60,37,5
Jessica,41,85,117,57,20,13,6,2,1,0,0
Rashaad,16,26,45,56,53,41,37,30,20,17,1
Rickie,72,66,54,43,29,22,17,16,10,10,1
Danial,65,58,54,43,32,27,23,15,13,10,1
Jennifer,101,99,70,31,18,13,6,2,1,0,0
Horace,77,62,50,48,27,24,14,15,12,9,1
Rylen,0,0,0,1,3,13,52,102,87,70,11
Christofer,26,29,34,40,39,42,59,36,18,14,2
Andrea,81,67,59,38,26,22,16,9,10,10,2
Jael,1,1,4,5,9,27,64,75,67,71,15
Hussein,5,10,16,23,32,42,45,51,56,51,8
Adalberto,32,38,37,55,47,42,39,20,15,12,1
Nicklaus,22,36,35,51,67,51,36,16,12,11,1
Zephaniah,3,5,6,10,20,33,52,59,73,65,12
Constantine,21,23,20,22,25,23,47,51,48,47,11
Mikah,1,3,5,7,15,32,66,72,61,64,11
Tyrel,17,69,67,59,46,29,21,12,9,7,2
Chet,62,51,42,35,27,24,18,19,21,30,7
Bear,1,1,0,1,1,3,15,44,97,147,29
Dakoda,0,0,7,45,65,52,60,32,29,38,7
Henri,13,15,17,19,26,31,39,45,59,63,10
Amin,25,23,20,23,31,35,38,41,42,46,11
Aryeh,10,14,18,19,22,29,37,47,58,64,15
Octavius,29,27,41,47,34,25,27,23,31,43,7
Jet,2,1,1,2,9,30,56,71,75,74,16
Jarett,25,34,37,44,68,53,36,19,11,6,1
Cleveland,65,63,48,43,31,27,21,16,12,8,1
Avrohom,12,15,19,23,25,40,46,47,47,52,9
Yaseen,0,1,2,5,10,22,45,66,80,83,22
Nikola,9,10,10,19,22,33,37,51,69,66,10
Sameer,17,21,19,26,31,56,53,40,32,32,7
Kodi,11,11,21,49,47,35,30,24,43,55,9
Dovid,6,9,13,16,21,30,40,48,60,75,17
Ravi,24,28,40,33,32,27,28,25,25,58,16
Siddharth,3,0,3,7,17,47,72,81,60,37,6
Hamilton,22,30,32,36,34,31,37,37,43,30,4
Thor,22,23,24,26,24,30,40,52,51,37,4
Deanthony,6,12,31,51,53,42,50,38,28,18,3
Kayce,0,0,1,1,1,2,3,5,14,220,84
Samual,27,30,36,43,55,49,41,23,16,11,1
Darron,45,48,54,50,36,29,28,20,13,9,1
Malcom,16,13,36,70,43,30,26,20,26,42,9
Delvin,59,41,36,35,37,36,29,22,18,15,2
Dyllan,0,0,4,53,67,72,64,39,19,10,1
Kadyn,0,0,0,1,6,44,113,86,49,27,4
Jules,22,23,27,27,26,29,31,31,46,54,13
Lowell,65,52,47,39,28,19,19,18,21,18,4
Kip,55,51,32,27,19,13,12,16,37,57,10
Neel,9,14,15,18,28,39,55,49,48,43,11
Edwardo,58,54,51,54,34,29,22,16,7,5,1
Dov,13,15,15,16,19,27,34,45,63,71,12
Mckinley,22,22,25,34,44,47,36,38,33,24,3
Jaxx,0,0,0,0,1,3,13,64,110,118,20
Eder,0,11,21,29,20,31,59,49,50,49,9
Paolo,15,21,24,29,35,48,53,36,28,32,8
Yakov,5,8,12,18,22,28,44,49,58,67,15
Amiri,0,0,1,2,9,18,12,6,14,219,47
Ernie,67,58,46,41,31,27,21,14,11,10,2
Yasir,4,5,4,5,13,29,53,45,69,81,18
Monty,73,47,34,28,21,14,21,17,22,38,11
Darrian,9,11,17,58,74,53,46,28,19,9,2
Edson,9,13,17,25,38,46,45,35,40,49,9
Jamin,49,53,31,23,24,38,41,25,20,17,3
Jaydan,0,0,0,1,8,40,102,90,50,30,4
Masen,0,0,0,6,17,38,56,114,60,30,4
Scot,114,68,52,36,22,12,9,6,3,2,1
Rahul,15,18,26,37,61,88,47,19,6,4,1
Zavion,0,0,1,3,13,47,79,77,55,42,6
Ewan,1,2,1,1,8,34,65,75,61,63,12
Tiago,0,1,4,7,11,15,43,63,70,90,19
Damarcus,9,16,27,46,50,43,58,40,19,13,2
Trenten,4,6,11,25,49,74,82,47,15,7,2
Rayyan,0,0,0,0,3,20,46,74,86,71,22
Woodrow,51,41,33,32,24,14,14,21,37,45,10
Leopoldo,37,40,35,41,38,39,29,21,20,16,4
Wesson,0,0,0,0,0,1,10,45,111,130,26
Javan,20,22,24,32,43,57,53,33,22,14,3
Codey,5,9,45,105,74,40,25,10,7,2,1
Horacio,31,36,31,42,41,46,38,22,16,16,3
Jedediah,65,69,36,25,17,15,12,26,26,26,5
Dayne,11,16,32,39,40,59,58,34,18,12,2
Finnian,0,0,0,1,7,28,65,64,84,60,12
Trevion,0,0,4,22,57,86,72,37,22,17,3
Brigham,11,14,11,12,25,40,46,61,53,39,8
Dirk,67,62,54,35,23,18,22,15,13,10,2
Rufus,70,64,49,34,22,18,15,17,17,12,3
Oskar,2,3,4,11,15,30,52,65,66,62,9
Treyton,0,0,1,8,33,82,86,59,24,25,2
Kacey,16,17,24,30,34,26,20,15,20,101,18
Monroe,24,21,18,18,16,14,20,39,63,72,16
Bradlee,16,21,33,34,43,38,44,45,28,16,2
Jones,5,7,5,4,7,10,19,38,70,124,31
Ollie,22,19,15,15,9,10,16,30,65,99,21
Azrael,0,0,0,1,1,7,13,24,69,163,42
Kace,0,0,1,4,4,9,14,42,108,116,22
Daylon,5,5,10,21,51,66,53,40,28,34,6
Khai,1,4,4,6,10,19,23,39,70,125,18
Ansel,9,8,11,13,13,19,30,43,77,79,19
Hagen,1,4,5,9,26,43,62,60,56,45,7
Norberto,35,43,42,47,38,41,30,18,12,10,2
Jarrell,14,28,76,54,29,31,35,24,17,10,1
Patricio,19,23,19,25,24,37,50,44,40,31,6
Shepard,3,2,1,1,3,9,23,33,95,121,27
Alain,24,31,42,36,32,33,33,31,28,23,4
Auston,2,9,21,46,82,54,44,25,19,13,2
Isael,1,3,4,10,19,34,51,43,39,90,23
Linus,6,6,5,7,15,25,45,68,72,61,8
Brayson,0,0,0,1,5,14,42,90,100,59,6
Sahil,0,2,7,19,48,66,60,42,34,31,6
Sydney,15,19,27,44,57,49,36,29,21,16,2
Jaydin,0,0,0,1,6,58,125,81,30,14,2
Dakotah,1,2,20,67,85,48,40,21,19,10,3
Devonta,0,2,7,102,92,45,20,17,16,12,2
Keoni,10,15,16,21,31,38,42,44,40,50,7
Braylin,0,0,2,4,9,13,56,94,79,50,7
Kiran,7,8,6,11,20,34,50,53,52,58,16
Arden,10,7,10,10,12,21,33,37,57,94,23
Umar,7,10,13,15,20,29,27,43,60,72,18
Jarret,34,46,47,54,54,39,19,13,6,3,0
Nicholaus,38,68,48,53,44,28,19,7,6,3,1
Ilan,8,11,11,13,17,32,46,45,56,65,12
Syncere,0,0,0,0,2,24,50,54,66,101,17
Isreal,25,21,25,28,36,38,55,32,28,22,3
Konrad,11,14,20,25,35,39,40,42,41,37,8
Dionte,9,18,39,73,62,41,27,17,14,10,2
Gareth,18,28,30,32,38,38,28,30,42,24,5
Dev,4,5,4,7,8,41,57,60,59,56,13
Neo,0,0,0,1,2,49,39,36,53,111,20
Rashaun,21,32,35,42,48,44,37,26,17,10,1
Gentry,14,14,18,22,17,24,27,42,59,67,9
Westyn,0,0,1,1,3,5,17,51,76,121,37
Roel,33,38,32,31,32,34,30,29,22,26,5
Amias,0,0,0,0,0,3,6,11,70,179,44
Armon,11,12,14,19,43,43,36,30,41,54,8
Adin,4,2,4,8,17,60,89,53,38,32,5
Said,5,7,9,14,17,46,53,61,38,49,11
Kyran,1,2,4,10,22,33,49,79,57,47,7
Marshal,25,28,29,39,44,39,31,28,24,19,3
Isa,6,8,7,9,14,22,33,45,60,81,25
Corbyn,0,0,1,10,14,35,48,78,70,47,6
Reyansh,0,0,0,0,0,0,4,63,156,74,12
Tavion,0,0,1,12,41,75,77,50,29,21,4
Ammar,3,6,12,17,22,35,37,48,60,54,16
Malek,3,3,6,15,35,37,41,43,49,64,12
Raven,8,9,11,42,71,75,27,20,19,23,4
Micaiah,6,4,5,11,22,40,42,56,51,57,13
Keandre,0,2,7,24,58,68,53,42,28,22,4
Raleigh,21,23,27,29,25,26,29,44,44,34,6
Kolt,0,6,9,8,15,8,24,59,78,89,13
Anish,4,8,12,14,20,62,73,69,31,15,1
Schuyler,14,37,51,61,56,36,21,15,11,6,1
Jermiah,18,22,20,18,24,47,65,56,23,12,2
Delbert,78,62,47,37,22,17,15,10,10,9,1
Cy,17,19,16,23,28,37,53,50,31,30,5
Jakub,0,1,2,14,33,60,81,55,35,23,4
Karon,13,15,16,34,42,42,57,39,29,17,2
Darrien,6,10,14,46,67,51,48,33,18,12,2
Aarush,0,0,0,0,0,5,48,95,91,57,10
Jeremey,75,65,62,44,23,14,10,7,4,2,0
Nova,1,1,1,1,3,8,14,32,102,128,15
Casper,6,7,8,8,14,20,23,36,58,101,26
Zyair,0,0,0,1,3,9,21,33,36,168,34
Malakhi,0,0,0,0,1,16,47,51,89,88,13
Basil,28,29,28,35,31,28,26,24,31,37,7
Kaizen,0,0,0,0,0,1,6,14,33,161,90
Tai,14,19,17,21,30,55,51,37,27,28,5
Jacobo,11,15,15,22,26,37,41,42,38,48,8
Tayden,0,0,0,0,3,22,60,74,73,63,8
Bryton,0,0,2,35,46,43,69,56,30,19,3
Bellamy,0,0,0,0,0,0,0,1,67,197,37
Brighton,0,1,2,6,18,26,60,72,60,49,8
Aspen,0,0,0,10,21,20,25,33,64,103,26
Dino,44,38,32,32,29,32,29,20,19,22,5
Carmen,49,42,39,37,29,25,21,15,12,21,10
Karsten,14,9,12,20,30,50,58,54,34,15,3
Coleton,0,1,6,34,61,63,64,41,22,8,1
Devontae,0,0,5,63,66,50,37,29,24,22,3
Jarell,4,12,42,43,30,46,55,32,19,15,2
Lev,3,2,1,5,7,11,21,43,83,101,23
Riggs,0,0,0,1,5,6,10,21,55,169,33
Lynn,82,67,45,31,19,16,10,11,8,8,2
Caesar,25,22,30,36,32,29,29,32,37,24,4
Aston,1,5,10,14,9,15,31,69,74,63,9
Teo,3,4,2,4,6,12,29,35,56,117,32
Brain,80,86,68,28,14,12,7,3,1,0,0
Jeramie,94,66,57,30,15,11,11,8,6,1,0
Klayton,4,10,12,21,28,34,36,42,58,45,9
Kyro,0,0,0,0,0,1,1,8,60,183,46
Everest,1,1,0,1,6,9,14,24,76,135,32
Jameel,46,42,25,43,33,31,26,17,19,14,2
Mikal,26,25,23,49,58,41,29,17,14,12,3
Evin,8,13,25,27,31,43,63,41,29,15,3
Osiel,5,6,9,15,23,38,54,39,34,62,12
Faris,3,5,7,11,19,29,43,54,56,55,15
Spenser,3,2,96,80,59,31,12,7,4,4,1
Adnan,7,10,16,18,25,39,37,39,41,52,11
Marek,8,10,12,13,16,31,64,59,48,31,5
Lemuel,33,31,26,28,26,24,24,29,35,34,7
Devlin,11,15,15,26,41,56,61,38,20,11,1
Randell,50,57,58,43,25,18,16,13,9,7,1
Derrell,36,40,62,51,27,21,23,19,11,6,1
Abdulrahman,1,5,8,14,22,29,37,55,69,45,11
Adiel,0,3,3,7,9,15,35,45,79,80,19
Montez,19,26,37,46,39,30,30,25,19,20,2
Tad,67,46,58,44,23,17,15,9,8,6,1
Kamal,25,23,20,29,36,39,36,28,28,26,4
Jethro,9,9,9,10,9,11,18,40,68,87,25
Tavares,81,53,25,22,26,26,23,16,10,8,2
Veer,0,0,0,0,1,5,30,60,71,100,25
Abelardo,25,26,25,33,34,35,29,22,33,26,4
Wylie,13,12,13,13,18,23,32,39,49,63,18
Jayme,54,43,49,41,25,22,21,14,10,11,1
Anas,1,4,8,10,17,28,35,45,62,66,15
Lamarcus,22,37,42,39,32,23,33,29,20,12,1
Jalil,3,3,21,31,44,52,49,38,27,21,3
Job,16,16,18,25,37,40,36,36,35,28,5
Wolfgang,4,3,7,19,28,26,25,38,62,67,12
Darell,26,28,43,39,24,19,24,19,25,35,9
Karsyn,0,0,0,0,0,4,15,48,86,119,17
Neymar,0,0,0,0,0,0,0,142,100,42,5
Cassian,0,0,0,0,1,1,4,8,43,169,63
Cashton,0,0,0,0,1,3,30,60,78,99,19
